"A101"	"A90"	"A264"	"A263"	"A274"	"A199"	"A114"	"A110"	"A136"	"A246"	"A44"	"A273"	"A248"	"A47"	"A286"	"A281"	"A117"	"A60"	"A218"	"A220"	"A45"	"A164"	"A184"	"A159"	"A203"	"A32"	"A235"	"A231"	"A250"	"A290"	"A76"	"A126"	"A219"	"A106"	"A229"	"A67"	"A112"	"A118"	"A111"	"A242"	"A245"	"A20"	"A89"	"A156"	"A236"	"A256"	"A178"	"A77"	"A198"	"A200"	"A02"	"A233"	"A271"	"A169"	"A302"	"A303"	"A59"	"A70"	"A74"	"A68"	"A07"	"A27"	"A99"	"A94"	"A88"	"A86"	"A87"	"A121"	"A132"	"A138"	"A149"	"A147"	"A143"	"A146"	"A145"	"A185"	"A180"	"A154"	"A174"	"A155"	"A166"	"A176"	"A182"	"A160"	"A177"	"A186"	"A190"	"A211"	"A195"	"A208"	"A205"	"A217"	"A189"	"A215"	"A188"	"A06"	"A40"	"A39"	"A36"	"A79"	"A05"	"A26"	"A15"	"A35"	"A238"	"A230"	"A23"	"A234"	"A240"	"A257"	"A260"	"A268"	"A251"	"A259"	"A275"	"A261"	"A292"	"A288"	"A279"	"A50"	"A280"	"A284"	"A301"	"A308"	"A224"	"A297"	"A304"	"A183"	"A202"	"A46"
"OTU_4471251"	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	4	41	0	19	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	9	0	1	1	0	7	0	0	0	4	0	170	0	0	0	0	0	1	5	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	42	0	0	0	4	0	10	0
"OTU_2654263"	0	0	0	0	1	0	41	0	0	0	0	7	0	0	0	0	0	0	2	107	0	0	30	95	0	4	0	0	2	66	0	0	0	48	0	1	0	0	1	1	0	1	0	0	0	46	0	0	3	2	0	4	0	0	0	7	0	4	0	0	0	0	17	2	4	0	0	0	23	21	0	0	4	0	20	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	54	2	0	1	0	0	59	1	0	0	9	3	0	0
"OTU_4477696"	1	0	0	3	16	0	876	0	0	1	1	178	0	1	1	1	0	0	5	938	0	0	229	1133	1	97	0	7	13	1647	0	0	8	1361	12	10	1	2	2	2	0	8	5	0	1	475	5	2	35	243	0	14	0	10	1	62	0	67	0	9	0	0	627	10	337	0	0	35	338	135	2	0	28	1	188	1	0	30	17	1	0	1	0	0	0	1	10	8	0	1	1	0	49	4	0	0	0	12	1	0	0	0	0	1	19	0	2	3	0	0	96	0	21	5	0	0	1509	5	0	0	0	1	879	0	0	7	147	11	0	0
"OTU_9819"	0	0	1	0	1	17	2	0	3	4	2	0	1	1	1	1	5	0	5	26	2	0	7	256	0	1	3	3	191	0	0	2	1	2	0	7	13	1	8	5	1	0	3	3	6	4	0	0	5	0	7	2	9	2	0	2	5	4	0	7	0	0	1	8	0	0	5	4	5	2	2	2	5	3	7	11	8	17	4	11	7	1	5	13	0	10	24	11	0	0	1	7	6	1	0	8	0	6	0	0	0	0	0	50	3	2	0	0	92	0	0	4	0	3	1	1	0	6	0	2	2	0	6	2	0	0	10	5	0	2
"OTU_4454257"	0	0	0	8	2	0	3	10	0	1	1	0	18	28	0	53	1	0	3	0	18	7	40	22	0	0	79	16	0	10	0	0	10	13	2	12	7	1	18	20	0	0	10	5	27	37	14	9	1	1	7	0	46	0	1	12	5	32	2	89	3	2	0	54	0	1	21	29	0	0	0	6	39	8	20	8	0	7	0	41	42	15	43	55	34	1	0	79	4	5	11	58	29	5	0	18	1	51	0	5	4	12	0	0	0	12	0	33	0	3	0	2	2	0	6	5	0	5	0	2	0	12	21	4	10	0	31	56	2	12
"OTU_91557"	4	4	1	223	109	7	59	1041	0	33	84	95	293	459	19	694	85	0	88	0	428	183	1093	984	8	10	2831	419	1	313	1	1	381	342	31	266	121	19	377	377	56	0	318	141	502	1439	592	112	8	32	153	3	767	0	4	469	37	298	25	1245	40	15	0	1020	9	60	291	652	0	1	1	105	869	275	699	154	0	101	5	750	917	451	843	1063	1442	17	16	915	289	406	458	1056	647	108	97	235	43	982	62	69	92	282	66	44	7	427	6	804	0	23	0	35	54	7	119	151	0	133	0	112	4	264	328	270	838	3	582	695	43	533
"OTU_1888072"	0	0	0	5	2	0	0	32	0	2	1	0	11	15	0	46	4	0	5	0	22	3	56	33	0	0	114	13	0	7	0	0	16	16	1	15	7	5	24	13	1	0	14	4	21	36	21	1	1	0	7	0	39	0	1	12	3	30	2	108	0	1	0	70	0	1	14	38	0	0	0	8	30	15	16	10	0	3	1	29	44	15	56	69	52	0	1	64	12	11	17	31	28	3	1	19	2	38	1	5	3	6	2	3	1	16	0	47	0	1	0	1	1	0	3	4	0	6	0	4	0	9	16	1	28	1	31	26	1	22
"OTU_4345397"	0	0	0	1	0	0	0	3	0	0	1	0	1	3	0	8	0	0	10	0	2	0	12	4	0	0	8	2	0	0	0	0	0	1	1	5	0	0	3	4	0	0	0	0	5	7	4	1	0	0	1	0	16	0	0	3	0	3	0	21	0	0	0	11	0	0	3	2	0	0	0	1	6	2	7	5	0	0	0	7	6	1	8	12	6	1	0	15	1	1	6	5	2	0	0	2	0	3	3	0	0	0	0	0	0	1	0	6	0	1	0	0	0	1	1	1	0	0	0	3	1	2	6	2	3	0	13	7	0	7
"OTU_2119418"	115	315	7	10456	4026	473	3146	2923	14	2548	2532	3369	15012	28429	729	76488	5403	61	4583	29	24757	7897	63262	691	26	48	1718	9255	17	17262	43	13	19476	22161	1012	21969	10725	468	37658	20446	1668	36	173	5579	35659	2995	31147	6097	428	1994	10414	152	62640	13	207	16791	5167	28384	1371	129650	452	1301	14	98312	16	1931	24506	58237	15	3	6	7120	45073	13354	1250	11586	18	5929	22	46635	65658	25802	70187	81393	6407	632	785	86030	13951	10030	26503	58417	53795	4094	3141	22634	629	72528	4301	2578	5165	20663	2650	560	116	17970	366	52338	11	33	14	241	1160	325	9249	6098	17	6947	18	6704	312	8051	22260	6223	2936	108	49548	66730	5278	1023
"OTU_305982"	0	0	0	4	1	1	1	10	0	4	0	0	1	6	0	27	0	0	1	0	10	4	23	8	0	0	34	8	0	3	0	0	8	6	0	1	3	0	12	13	1	0	8	2	12	11	12	1	0	1	4	0	25	0	0	2	2	10	1	49	1	1	0	37	2	2	4	16	0	0	0	0	6	3	12	7	0	2	0	26	25	1	24	28	18	0	0	33	6	1	14	20	23	1	3	12	1	24	1	0	1	6	1	1	0	5	1	16	0	1	0	0	1	0	5	4	0	5	0	0	0	3	6	2	13	0	16	23	1	10
"OTU_581021"	1	2	0	21	12	0	5	94	0	9	7	9	33	76	7	177	12	0	139	1	55	12	142	90	0	1	231	56	0	38	0	0	47	53	4	68	29	1	103	63	6	0	14	17	86	126	56	11	0	3	24	1	157	1	0	33	17	68	0	288	6	3	0	190	4	5	52	109	0	0	0	17	78	30	165	35	0	22	0	142	161	46	179	207	116	5	1	169	39	28	49	128	106	11	3	50	5	157	10	11	8	35	7	13	0	39	3	103	0	2	1	5	6	4	24	49	0	24	0	42	20	30	71	15	55	0	202	137	8	138
"OTU_1128398"	0	0	0	0	0	0	0	15	0	0	0	0	1	2	0	6	0	0	2	0	5	3	6	14	0	0	79	10	0	1	0	0	2	0	0	1	0	0	5	2	1	0	7	0	4	34	4	1	0	0	0	0	11	0	0	0	0	1	1	6	5	1	0	7	0	1	2	3	0	0	0	0	1	0	8	0	0	1	0	10	7	2	4	9	27	0	0	6	1	1	3	4	0	0	0	4	2	8	0	0	1	2	0	1	0	7	0	5	0	3	0	0	1	0	1	2	0	2	0	1	0	5	1	1	14	0	3	5	2	12
"OTU_4376230"	1	3	1	24	9	2	6	81	0	8	3	9	23	83	2	160	8	1	17	0	65	19	145	90	0	0	224	48	0	39	0	0	43	51	2	64	22	2	74	42	0	0	35	14	93	140	62	15	3	2	39	0	111	0	0	26	11	64	5	261	8	3	0	225	2	10	52	115	0	0	0	17	90	42	57	31	0	15	0	143	150	58	144	207	138	1	2	205	36	23	49	141	135	6	5	59	1	160	10	1	8	31	6	5	1	36	2	91	0	1	0	10	2	3	20	6	0	20	0	14	1	36	54	16	60	0	104	140	13	56
"OTU_210269"	0	0	0	0	2	0	1	18	0	3	1	1	0	4	1	5	1	0	2	0	8	0	7	82	0	0	10	0	1	0	0	0	0	4	0	10	1	4	2	3	2	0	48	1	8	6	3	0	0	0	14	1	8	0	0	2	4	6	0	11	5	0	1	27	2	4	1	14	0	0	2	8	7	3	6	10	0	6	0	12	7	3	1	18	14	0	0	9	1	2	1	4	2	0	0	6	3	7	2	0	1	1	0	10	0	2	0	5	0	12	0	16	3	1	3	2	0	9	0	3	0	12	13	3	45	0	2	4	0	0
"OTU_122049"	6	57	2	208	338	46	254	106	4	805	183	235	274	1432	286	2382	149	5	336	18	942	176	1603	79	2	14	116	214	4	371	5	1	393	990	143	2970	724	130	887	1079	187	6	32	895	3836	88	701	128	90	45	3029	9	2367	4	74	375	1098	1915	195	2505	55	390	3	8698	3	257	823	2445	5	4	0	1006	1905	275	56	3009	5	1757	6	3563	1816	1240	1747	4445	184	220	151	4478	540	444	573	1472	1085	88	83	2643	138	3392	322	317	320	613	128	160	52	486	8	1003	1	13	1	89	140	97	674	221	3	1615	3	266	21	458	2240	573	185	13	1048	1368	99	38
"OTU_203579"	0	0	0	0	3	3	4	25	0	3	0	3	0	15	1	10	0	0	4	1	5	1	5	174	0	3	22	2	1	0	0	0	0	3	2	29	11	7	7	14	3	1	138	9	39	15	1	0	5	0	32	1	19	0	2	0	5	12	3	5	6	0	1	53	3	5	9	14	0	0	0	18	8	1	4	36	1	21	4	51	8	5	8	30	28	7	3	39	3	4	4	9	2	0	0	14	11	21	0	0	1	4	2	22	4	1	0	3	0	22	0	44	6	1	1	3	1	12	2	1	0	9	27	3	56	0	4	3	2	2
"OTU_197286"	2	0	0	1	5	0	7	43	0	24	2	4	1	32	6	16	6	0	7	2	11	2	12	243	1	3	22	4	1	5	0	1	1	12	2	70	14	22	12	14	4	0	263	12	60	43	4	1	7	0	67	1	26	0	1	5	16	27	4	18	11	3	1	115	7	15	14	47	0	0	0	27	27	1	7	56	1	21	3	77	17	16	10	75	38	3	4	56	5	7	2	10	8	0	0	35	12	33	4	4	7	8	1	31	4	3	0	4	0	46	0	42	9	5	6	3	1	29	0	6	1	21	57	12	63	0	9	10	1	9
"OTU_144814"	7	6	1	12	44	5	27	444	1	89	24	20	33	146	21	181	21	1	30	3	101	32	158	603	4	5	1740	159	2	25	1	0	53	91	12	297	85	25	125	114	20	3	215	77	344	772	48	15	18	5	302	0	309	0	3	54	109	193	25	230	28	24	0	798	19	34	145	471	3	1	0	104	166	63	314	312	2	188	3	529	315	154	159	486	876	23	12	403	60	67	55	210	114	5	4	207	54	316	28	19	26	54	11	59	9	66	0	115	2	21	0	42	21	15	91	18	0	287	0	16	5	137	258	100	342	1	109	147	8	284
"OTU_192342"	20	1	0	11	23	10	9	619	1	23	13	20	15	166	13	72	6	0	16	4	49	17	89	3104	16	55	597	68	4	24	1	0	20	26	9	73	38	234	52	86	21	1	2313	40	136	334	32	6	40	5	205	1	114	1	4	65	16	55	15	130	133	19	1	189	70	154	69	175	2	1	0	123	77	30	120	85	2	54	12	453	94	61	95	318	458	38	6	127	25	19	45	84	59	5	6	54	170	157	13	13	12	41	1	394	16	47	1	61	5	371	0	449	113	5	19	19	0	46	1	18	7	312	220	64	861	0	70	75	3	100
"OTU_91962"	0	0	0	5	3	0	6	35	0	3	3	2	14	33	2	57	17	0	45	0	26	9	74	47	0	0	108	18	0	8	0	0	31	23	2	31	10	1	35	18	1	0	19	6	42	55	25	14	1	1	7	1	47	0	1	24	6	49	2	172	8	1	0	726	3	3	31	67	0	0	0	10	52	30	27	19	0	7	0	105	75	32	70	68	59	1	0	156	17	9	33	49	47	6	6	24	1	148	3	3	6	12	0	2	0	20	1	186	0	0	0	3	0	2	14	3	0	78	0	30	0	14	36	6	30	0	54	65	2	15
"OTU_119010"	2	1	0	8	6	1	3	131	0	7	3	4	11	25	0	40	12	0	9	0	17	15	53	170	1	0	521	43	0	10	0	0	13	24	1	27	12	6	39	26	2	0	45	7	32	200	19	10	2	4	20	2	79	0	0	18	9	24	3	137	6	0	0	78	1	6	34	86	2	0	0	11	41	12	113	23	0	12	1	78	75	33	47	76	194	1	4	56	12	22	18	54	34	6	4	21	7	57	5	4	5	20	1	9	2	13	0	47	0	5	1	10	10	1	8	3	0	10	0	3	1	30	39	14	91	0	46	46	1	83
"OTU_668514"	95	29	11	981	400	65	208	33856	2	198	292	281	1460	4855	57	3645	489	3	499	5	1817	1298	4878	35140	73	192	116339	7797	4	1247	18	6	1602	1683	157	1401	921	734	4307	2738	229	7	9529	520	2653	49218	2554	637	206	287	1109	33	3658	3	54	3884	336	1890	135	6914	1306	98	3	4844	455	1196	2555	5554	4	1	3	1087	3588	2590	25210	822	5	486	133	8581	7505	2181	4200	8484	47785	182	74	4531	1078	1120	2250	3721	3397	481	361	1214	879	4729	286	270	463	2595	276	1129	46	3366	18	6025	9	819	4	1138	1084	26	593	870	6	411	5	555	123	6856	3958	1129	17268	32	4068	6739	379	18320
"OTU_746679"	1	0	0	0	1	0	0	111	0	1	0	2	0	11	0	1	0	0	0	0	0	7	2	155	1	1	557	37	0	1	0	0	1	1	0	0	1	1	5	6	1	0	53	0	9	222	1	0	1	1	3	0	0	0	0	7	0	0	0	4	5	1	0	2	3	6	3	5	0	0	0	3	1	12	106	0	0	0	0	24	1	2	1	25	187	3	0	1	1	0	6	1	1	1	0	0	4	3	0	0	0	5	0	2	0	6	0	6	0	4	0	6	2	0	0	0	0	1	0	0	2	34	11	3	95	0	1	8	0	98
"OTU_100497"	0	0	0	4	1	0	0	11	0	0	0	1	3	7	0	2	0	0	1	0	1	2	20	14	0	0	67	4	0	1	0	0	3	1	0	0	0	0	2	4	0	0	7	2	3	27	0	0	1	0	1	0	9	0	0	1	0	3	0	10	0	0	0	7	0	0	2	2	0	0	0	1	7	0	12	4	0	1	0	9	24	5	16	16	16	0	0	5	5	0	4	4	10	2	0	2	0	12	0	1	1	4	0	0	0	4	0	3	0	0	0	0	0	0	1	2	0	3	0	0	0	6	3	2	12	0	7	14	1	14
"OTU_637546"	0	0	0	0	0	0	0	51	0	0	1	1	0	6	0	0	0	0	0	0	0	2	1	85	0	0	201	15	0	0	0	0	0	1	0	0	2	2	7	4	0	0	22	0	4	102	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	2	3	0	0	0	2	0	5	53	0	0	0	0	10	0	0	0	16	99	1	0	1	0	0	2	0	1	0	0	0	2	0	0	0	0	4	0	0	0	2	0	4	0	2	0	9	8	0	0	0	0	0	0	0	0	16	4	0	36	0	0	4	0	49
"OTU_228556"	0	0	0	0	0	1	0	92	1	0	0	1	0	11	0	0	2	0	2	0	1	1	2	80	0	0	245	20	0	0	0	0	0	0	0	0	0	0	3	5	0	0	35	0	2	149	1	0	1	0	3	0	1	0	0	4	0	0	0	1	4	0	0	0	4	4	1	4	0	0	0	3	0	3	61	0	0	0	0	23	0	0	2	9	126	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	4	0	4	0	5	0	3	0	3	0	7	4	0	0	0	0	0	0	1	1	19	3	2	55	0	0	9	0	40
"OTU_4384058"	7	9	1	44	5	2	13	185	1	5	5	5	15	120	4	55	51	1	78	4	54	16	141	86	0	3	186	44	0	15	1	3	19	96	3	65	669	4	1150	70	56	0	49	20	129	91	30	18	4	259	17	22	71	3	1	17	24	71	9	251	11	494	2	327	4	17	53	158	3	2	1	28	174	324	360	28	3	1215	2	108	85	32	93	162	132	1	2	149	21	13	48	114	90	9	3	33	4	89	7	5	8	27	0	6	5	27	1	83	11	2	1	4	2	34	12	66	0	7	0	18	13	14	39	6	626	1	113	100	7	54
"OTU_544824"	0	1	0	0	0	0	1	562	0	0	0	1	0	43	1	4	7	0	13	4	106	0	0	0	0	0	6	3	0	0	1	0	7	2	4	4	7	3	7	2	6	0	3	5	13	15	1	0	5	10	77	4	76	0	1	1	57	2	0	1	2	79	0	47	1	1	16	7	1	0	0	3	18	1	0	14	1	4	0	20	4	21	5	345	3	0	0	17	0	3	15	3	5	0	0	11	0	18	1	0	0	1	2	2	1	3	0	1	2	0	0	1	0	1	1	448	0	2	0	5	5	1	1	0	131	0	1	1	0	1
"OTU_4418165"	0	1	0	1	3	0	0	45	3	2	0	4	0	9	3	6	6	0	5	2	16	0	6	50	0	0	5	1	6	1	0	1	0	3	2	16	7	3	3	9	2	1	7	7	19	15	0	0	20	34	38	3	16	1	1	2	40	6	0	3	2	32	1	28	0	1	5	8	1	1	1	3	8	0	6	18	5	23	2	10	5	3	4	87	3	6	0	18	2	0	5	1	4	0	0	11	3	11	1	3	3	0	0	24	0	1	0	3	7	2	0	1	0	2	0	31	0	6	1	2	13	2	6	1	23	0	4	2	0	1
"OTU_676211"	0	37	10	1	39	2	31	2166	1	100	22	35	2	355	37	120	230	1	34	12	586	1	17	1355	0	7	1	4	16	9	20	1	13	62	54	292	95	29	42	84	50	1	231	82	355	28	20	2	783	1801	1647	7	556	0	7	34	1394	131	18	7	20	1320	1	654	9	45	81	161	1	0	2	87	96	3	3	414	2	217	4	319	42	245	20	2944	22	31	18	321	28	43	53	21	12	1	1	327	32	267	30	40	28	18	4	82	10	12	1	3	14	45	0	69	20	15	73	854	0	126	1	40	311	78	142	49	634	0	7	4	1	0
"OTU_539107"	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	13	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	22	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	5	0	1	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0
"OTU_235024"	0	3	0	0	0	0	0	0	0	0	0	0	0	46	0	0	4	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	5	0	63	0	0	1	0	0	0	0	0	3	61	0	0	0	0	0	0	0	0	0	0	0	6	1	27	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	180	4	1	0	0	32	0	1	1	0	0
"OTU_1010113"	0	2	1	18	31	8	33	26	2	3	5	11	26	30	157	68	21	0	93	1	182	283	10296	34	1	1	169	34	0	19	0	0	25	620	4	32	27	74	905	1203	13	0	13	8	109	51	4699	11	1	1	481	0	1643	1	1	33	4	30	1	152	2	39	1	71	1	4	29	39	0	0	0	27	8088	12	58	248	1	15	0	79	65	19	62	86	43	2	4	782	15	412	337	54	61	7	39	15	4	170	5	834	600	19	5	2	0	5431	0	65	0	0	1	2	1	9	29	27	1	8	0	175	9	13	2247	5	25	0	108	582	3	64
"OTU_816702"	43	16	2	287	150	24	109	3504	2	86	96	342	445	1143	27	2243	162	3	221	3	1108	313	2124	3310	8	18	7654	1136	1	545	10	0	652	947	40	719	315	58	1257	881	51	0	1381	215	1259	6964	936	184	26	72	448	10	2150	1	8	720	179	999	47	4055	179	20	0	4250	58	160	863	1668	2	0	3	306	1386	623	1851	385	0	194	14	2113	2517	826	2214	2931	5849	29	33	2994	469	1273	925	5143	1697	166	116	908	155	2933	164	164	243	877	100	133	6	853	10	1936	4	109	1	145	197	10	337	249	1	737	1	196	22	830	1170	628	5333	6	1523	2230	145	2108
"OTU_366451"	0	0	0	17	14	0	4	46	0	5	1	10	16	57	1	98	8	0	8	0	56	5	100	59	0	0	155	30	0	24	0	0	37	37	2	46	20	0	66	29	3	0	12	11	69	78	44	7	0	2	25	0	99	0	1	7	11	43	2	168	6	1	0	147	0	12	49	66	0	0	0	13	60	23	41	24	0	16	1	104	108	27	108	130	89	3	1	142	14	15	36	91	86	7	4	43	1	129	7	7	6	33	6	3	0	19	0	71	0	3	0	3	6	1	14	11	1	15	0	8	0	21	41	10	39	0	73	80	5	34
"OTU_167950"	0	2	0	2	3	5	2	114	0	3	2	2	53	95	1	24	3	0	1274	2	4	1	28	8	5	0	10	105	0	2	0	2	8	22	4	6	88	2	92	89	28	6	13	9	77	9	4	1	1	1	4	0	15	1	4	28	3	12	16	20	5	5	3	100	1	1	22	36	1	2	1	32	38	45	1124	20	1	5	5	383	31	19	257	39	28	1	0	74	4	3	6	33	21	2	0	8	13	36	10	2	1	12	0	3	2	20	2	14	7	1	1	5	0	18	4	406	1	11	2	209	188	16	16	27	11	0	932	14	1	955
"OTU_814442"	43	70	3	27	13	58	9	6575	13	13	12	13	2656	4037	12	109	220	0	71228	4	77	14	100	64	235	0	130	4671	8	24	1	10	57	75	46	58	5306	1	5226	3963	1258	486	16	18	2609	71	52	13	20	5	103	5	103	9	544	1518	11	37	1135	187	92	465	2	162	8	128	477	132	18	10	9	1435	150	1932	70938	91	1	27	239	18777	130	422	11532	146	95	8	7	184	61	36	215	807	228	16	4	377	649	108	542	4	9	558	4	4	5	401	3	73	7	23	2	427	6	1197	16	24223	6	23	6	12552	10304	626	45	1515	35	4	52257	92	12	52358
"OTU_232696"	2	3	0	0	0	0	0	55	0	0	1	0	18	25	0	0	3	0	577	1	2	0	3	0	2	0	1	35	1	1	0	1	1	3	1	0	56	0	52	42	12	2	0	0	14	0	1	0	2	0	0	0	4	0	5	4	0	0	15	2	1	3	0	1	0	0	5	3	0	0	1	14	3	32	845	0	0	0	3	96	0	4	81	3	1	0	0	2	0	0	2	9	2	0	0	6	5	0	2	0	0	1	0	0	1	3	0	2	0	0	0	6	0	6	0	155	0	0	0	76	65	5	0	11	2	0	385	1	0	366
"OTU_518002"	0	0	0	0	0	0	0	9	0	1	0	0	22	19	0	0	2	0	131	0	1	0	0	0	3	0	0	12	0	0	0	0	0	1	0	0	15	0	15	16	12	2	0	0	14	0	1	0	0	0	0	0	1	0	5	8	0	0	5	0	1	0	0	1	0	0	4	0	0	0	0	0	0	9	121	1	0	0	0	53	1	2	36	2	0	0	0	2	1	0	1	2	1	0	0	2	4	0	1	0	0	1	0	0	0	6	0	1	0	0	0	2	0	2	0	45	0	0	0	57	12	3	0	2	0	0	66	1	1	77
"OTU_4227110"	5	5	1	0	1	1	1	129	0	0	0	0	143	47	1	0	1	0	1002	1	0	0	1	0	6	0	1	139	0	1	0	0	2	1	3	0	36	0	24	43	55	23	2	0	38	1	1	0	1	0	0	0	0	0	24	77	0	1	41	1	7	10	0	2	0	0	3	0	0	0	0	8	9	51	198	1	0	0	8	79	0	17	115	0	3	0	0	3	4	8	10	10	3	0	0	1	33	2	5	0	0	9	0	0	0	23	0	0	0	0	0	29	2	53	0	2011	0	0	0	520	141	1	1	95	3	0	358	2	1	1731
"OTU_4416562"	0	0	0	4	4	1	2	2	0	1	1	3	8	12	0	31	4	0	36	0	17	7	31	1	0	0	4	11	0	7	0	0	13	8	0	11	3	1	19	12	3	0	0	2	22	2	18	2	0	1	6	0	38	0	0	5	2	16	1	57	0	1	0	54	0	0	12	23	0	0	0	3	27	7	17	6	0	1	0	37	38	9	38	38	5	0	1	39	5	11	11	36	35	3	2	9	0	37	1	2	0	6	0	1	0	18	0	27	0	0	0	0	0	1	3	9	0	0	0	6	5	2	12	12	1	0	42	35	2	26
"OTU_4375000"	1	1	0	0	8	17	8	0	59	20	9	14	0	0	5	4	0	2	9	71	2	0	0	0	1	21	0	0	0	0	0	15	0	2	1	66	19	12	0	5	3	5	17	8	28	0	0	0	15	0	34	97	5	17	9	1	16	10	12	0	4	2	33	15	5	7	0	4	33	23	5	3	1	0	0	39	17	61	12	8	1	2	0	16	1	62	6	12	1	1	0	0	0	0	0	34	9	1	0	2	1	0	0	3	33	0	0	0	1	10	11	21	2	4	9	0	5	14	6	0	13	3	29	7	0	0	0	0	0	0
"OTU_4333897"	7	8	0	1	31	99	27	4	226	62	12	47	0	33	36	25	0	9	90	406	3	1	6	5	9	61	1	1	7	3	1	78	0	25	8	204	129	59	1	30	11	10	94	67	134	3	4	0	99	1	180	191	57	48	49	9	69	36	43	0	14	34	80	171	16	25	1	45	145	150	37	74	35	0	1	287	85	490	92	143	14	34	5	152	4	269	47	76	14	15	1	3	2	2	1	115	41	61	17	13	13	6	3	21	58	4	1	0	10	50	44	66	7	36	45	0	14	65	27	11	41	26	106	47	31	3	2	0	0	1
"OTU_4111715"	8	4	1	1	21	61	26	0	165	3308	14	45	1	10	24	14	102	18	28	227	3	0	1	0	38	71	1	2	0	0	5	53	1	11	3	142	84	72	2	10	12	14	40	26	82	0	1	3	59	0	111	207	46	50	30	4	38	15	31	0	13	15	51	174	15	12	6	49	101	108	25	28	6	0	2	127	60	135	35	56	2	25	1	60	3	153	27	27	2	3	0	1	0	1	0	96	29	18	9	8	9	2	2	116	72	4	2	1	135	33	31	38	4	24	39	0	17	39	43	3	50	7	70	34	9	2	1	0	0	0
"OTU_782953"	2739	2814	225	10	7298	26976	14264	21	87745	18999	3984	18327	12	2764	16417	6073	494	4083	7395	116340	1021	6	181	31	2809	40850	41	20	73	231	1060	23494	30	4071	2854	58475	35598	22845	28	4068	3515	5431	19283	8923	30076	18	467	22	24599	24	47343	125664	6490	26823	20868	1172	19589	6010	14505	23	5178	8827	33582	17793	8245	5809	16	5272	47876	63497	11672	9854	1948	33	32	54013	27076	62720	18441	16408	1023	6094	433	19385	405	78405	8693	7655	1305	742	37	530	27	28	21	47155	15373	5752	2482	2981	1881	533	389	2636	32255	86	304	22	165	14565	17081	23120	1256	10074	16081	10	8430	17724	23030	1156	20589	6457	25644	12874	2564	1079	36	9	20	30
"OTU_3531225"	2	4	0	0	11	27	15	1	112	18	7	20	0	4	7	2	0	6	12	113	1	0	1	1	2	25	0	0	0	1	2	23	0	4	3	80	30	14	1	4	0	6	18	12	41	0	0	0	29	0	62	131	14	25	6	0	22	9	17	0	3	2	35	31	9	7	3	2	55	20	10	13	6	0	0	52	18	80	17	21	1	6	0	18	0	71	21	12	4	1	0	1	0	0	0	45	18	9	3	4	0	1	0	72	28	0	0	0	68	11	17	35	1	6	25	0	4	19	17	2	17	8	45	23	1	2	1	0	0	0
"OTU_4354477"	4	3	1	0	15	71	36	0	157	64	13	42	0	7	23	17	2	6	21	233	3	0	1	0	1	71	0	0	1	1	5	51	0	5	2	114	39	33	2	8	14	15	31	25	122	0	5	0	52	0	138	259	16	57	32	4	18	19	29	0	7	11	54	40	12	11	2	18	91	70	21	11	9	0	0	102	54	148	49	64	6	15	1	58	2	163	30	21	3	7	0	3	0	0	0	149	56	15	8	11	6	4	3	108	87	1	1	0	128	39	33	80	6	33	39	0	33	56	42	4	35	16	55	42	7	5	0	0	0	0
"OTU_4454531"	116	136	19	1	512	395	223	0	600	409	214	352	2	37	1113	21	11	127	90	531	23	0	5	0	91	282	0	0	1	4	69	804	0	75	117	164	448	168	0	51	136	360	1211	438	367	0	26	1	992	2	752	404	40	1696	1455	65	280	70	705	1	304	192	485	60	337	187	1	56	2766	374	170	139	56	1	1	945	150	1512	744	105	4	204	12	65	4	922	407	30	58	42	2	8	1	1	2	191	674	101	51	197	95	18	30	51	1165	1	1	1	40	802	1680	2121	105	631	92	1	975	72	522	49	257	131	54	783	106	106	1	0	0	0
