"A101"	"A90"	"A264"	"A263"	"A274"	"A199"	"A114"	"A110"	"A136"	"A246"	"A44"	"A273"	"A248"	"A47"	"A286"	"A281"	"A117"	"A60"	"A218"	"A220"	"A45"	"A164"	"A184"	"A159"	"A203"	"A32"	"A235"	"A231"	"A250"	"A290"	"A76"	"A126"	"A219"	"A106"	"A229"	"A67"	"A112"	"A118"	"A111"	"A242"	"A245"	"A20"	"A89"	"A156"	"A236"	"A256"	"A178"	"A77"	"A198"	"A200"	"A02"	"A233"	"A271"	"A169"	"A302"	"A303"	"A59"	"A70"	"A74"	"A68"	"A07"	"A27"	"A99"	"A94"	"A88"	"A86"	"A87"	"A121"	"A132"	"A138"	"A149"	"A147"	"A143"	"A146"	"A145"	"A185"	"A180"	"A154"	"A174"	"A155"	"A166"	"A176"	"A182"	"A160"	"A177"	"A186"	"A190"	"A211"	"A195"	"A208"	"A205"	"A217"	"A189"	"A215"	"A188"	"A06"	"A40"	"A39"	"A36"	"A79"	"A05"	"A26"	"A15"	"A35"	"A238"	"A230"	"A23"	"A234"	"A240"	"A257"	"A260"	"A268"	"A251"	"A259"	"A275"	"A261"	"A292"	"A288"	"A279"	"A50"	"A280"	"A284"	"A301"	"A308"	"A224"	"A297"	"A304"	"A183"	"A202"	"A46"
"OTU_3563235"	1	1	13	1	4	0	818	1	1	1	4	0	3	1	112	0	31	1	0	0	14	16	1	0	1140	0	1	320	0	772	0	939	0	0	2	0	1	0	3	750	0	0	773	0	0	1	0	0	0	0	0	1	1054	0	0	3	1	0	647	1	1	351	0	0	40	561	2	0	0	0	490	1	0	1758	0	0	0	1	0	0	0	0	0	0	178	1	0	29	0	0	252	803	0	0	13	609	427	0	271	1	1	182	0	0	2194	0	257	0	0	0	0	0	0	1	1871	0	0	1075	0	1	0	46	0	0	0	1	0	783	439	268
"OTU_301578"	0	0	0	0	0	0	0	0	0	0	0	0	8	0	699	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	130	0	0	0	0	0	4	27	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	5	0	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"OTU_161423"	0	1	12	0	0	0	471	0	0	0	0	0	1423	0	1007	0	0	0	0	0	0	0	0	0	318	0	0	1049	0	46	0	108	62	0	0	0	0	1	21	110	0	115	2	0	0	0	0	0	0	0	0	0	4	0	0	1	142	0	426	0	0	304	0	0	2	285	3	0	0	0	1	137	85	4	0	0	0	2	0	0	1	0	0	0	8	0	0	54	27	0	192	2	0	340	1	1	204	0	364	0	1	185	0	0	198	0	4	0	0	0	0	0	0	0	2	0	0	3	0	0	0	33	0	0	0	0	3	145	4	0
"OTU_189920"	0	0	1	0	0	0	566	0	0	0	0	0	1731	1	956	0	1	1	0	0	0	1	0	0	1012	0	0	1	0	14	0	215	41	1	0	0	0	1	45	297	0	101	0	0	0	0	0	0	0	0	0	0	1	0	0	2	141	0	55	0	0	223	0	0	9	640	1	1	0	0	0	9	115	15	0	1	0	0	0	0	1	0	0	0	12	0	0	40	1	0	128	0	0	2	4	0	77	0	33	0	2	216	0	0	212	0	1	0	0	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	0	2	0	0
"OTU_580629"	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_2875735"	0	0	1	0	0	0	31	0	0	0	1	0	0	1	2	0	1	0	0	0	1	1	0	1	27	0	0	10	0	9	0	71	0	0	1	1	1	0	0	9	0	1	51	0	0	2	0	0	0	0	1	0	38	0	0	0	0	1	14	0	1	0	0	0	1	25	0	0	0	0	53	0	0	89	0	0	2	0	0	0	0	0	0	0	10	0	0	2	0	0	7	34	0	0	0	20	4	0	5	0	0	5	0	0	30	0	9	0	0	0	1	0	0	0	38	0	1	11	1	0	0	0	1	0	0	0	1	61	28	5
"OTU_577170"	0	0	9	0	0	0	157	0	0	1	1	0	335	1	1564	0	3	1	0	0	10	0	0	0	573	0	1	1240	0	35	2	160	260	1	0	0	0	3	513	758	1	73	1	0	0	0	0	1	0	0	0	0	0	0	0	0	478	1	563	0	0	273	3	1	584	0	0	0	0	3	7	372	4	879	0	1	0	0	0	0	0	0	0	0	0	0	0	25	117	0	140	93	0	436	0	0	296	1	526	0	0	66	0	0	667	0	4	1	0	7	3	1	0	0	0	0	0	2	1	2	1	347	0	0	0	0	1	229	0	1
"OTU_328617"	0	0	1	2	2	1	2433	0	5	0	3	1	1	6	563	6	4	11	1	4	1	0	0	0	8125	0	1	0	0	4	347	1864	1	1	1	0	1	1	62	2057	1	0	0	2	1	5	8	1	1	1	0	1	4	4	0	0	96	1	1	0	0	91	0	0	7	1825	0	0	2	3	4	310	4	3	3	0	3	1	0	0	0	0	1	0	268	1	0	31	123	3	440	1	1	1	207	0	97	0	304	0	97	65	0	2956	168	0	8	1	1	3	5	1	1	0	4	1	3	4	4	10	5	4	560	1	0	118	0	0	0	5
"OTU_196219"	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	1	16	0	0	0	0	0	0	134	43	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	12	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	13	0	0	1	1	0	1	0	13	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"OTU_3327894"	0	0	0	0	0	1	12	1	0	1	1	0	0	0	1	0	118	2	1	0	2	0	0	0	2464	1	0	1	0	0	1	5	0	0	0	0	0	2	31685	3791	0	36	1	0	0	0	0	0	1	0	0	0	0	0	0	0	286	0	197	0	0	0	0	0	1110	6	0	0	1	1	0	0	2	4	1	0	2	0	0	0	2	0	1	0	1	1	0	2	0	2	1409	0	1	359	41	0	1	0	779	1	1	1	0	907	0	0	51	1	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1527	3	1	54	0	0	1	0
"OTU_2876801"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	199	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	1	0	2	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	1	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
"OTU_175535"	0	0	0	0	0	1	14	0	0	1	0	0	0	0	113	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	41	1	1	0	0	0	0	1	1149	461	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	7	0	0	82	0	0	0	0	4	0	13	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	2	19	0	21	1	0	0	0	0	1	0	101	0	0	2	0	590	6	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	2	310	0	1	5	0	0	0	0
"OTU_3562626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_3943182"	0	0	10	0	0	0	6	0	0	0	0	0	176	0	509	0	2	0	0	0	20	0	0	0	75	0	0	51	0	2	0	0	57	0	0	0	1	0	562	762	0	78	1	0	0	0	0	0	0	0	0	0	2	0	1	0	798	0	518	0	0	225	0	0	691	1	0	0	0	0	0	436	1	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	61	96	0	54	0	1	73	0	185	1	0	64	0	0	994	0	0	0	1	1	0	1	0	0	4	0	0	0	0	1	1	391	0	0	0	0	0	0	0	1
"OTU_175485"	0	0	2	0	0	0	304	0	0	225	0	0	1391	0	2170	0	1	0	0	0	0	0	0	0	623	0	1	1817	0	83	0	201	259	1	0	10	0	0	29	213	0	135	0	0	1	0	0	0	0	0	0	1	1	0	0	0	237	0	113	0	0	139	1	0	3	0	2	0	0	0	1	4	139	0	1	0	0	0	0	0	0	0	0	0	16	0	0	75	141	0	207	0	0	466	0	0	238	1	432	0	0	227	0	1	131	1	4	0	0	0	0	0	0	1	0	0	0	5	0	1	0	53	0	0	0	0	1	267	0	0
"OTU_192684"	0	0	0	0	0	0	0	0	0	1079	0	0	0	1	2	0	0	0	0	0	0	0	0	0	54	0	0	0	0	1	0	6	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	10	0	0	0	0	2	0	10	0	0	1	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_4416614"	0	0	13	0	0	0	0	0	0	304	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_556126"	0	0	1	0	0	0	0	0	0	1442	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_186358"	0	0	3	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4346677"	0	0	1	0	0	0	149	0	0	1	0	0	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	120	0	0	1	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_182886"	0	0	0	0	0	0	22	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	72	0	0	0	0	0	10	18	0	0	0	0	0	0	103	54	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	0	0	1	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	48	0	0	3	6	0	2	0	0	0	0	0	0	33	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0
"OTU_3211875"	0	0	1	0	0	0	0	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	33	23	1	0	0	164	0	0	4	0	0	29	0	21	0	0	0	0	0	202	0	732	0	0	0	0	1	0	7	0	0	0	0	0	0	0	335	0	0	15	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	121	0	0	0	0	0	0	0	9	0	0	0	0	1	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
"OTU_3141094"	0	0	1	0	0	0	1	1	0	299	0	0	0	0	1	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	13	5	0	0	0	14	0	0	4	0	0	0	0	2	0	0	0	0	0	49	0	43	0	0	0	0	0	0	3	0	0	0	0	1	0	0	32	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
"OTU_130663"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	64	0	7	0	0	5	0	8	0	0	3	0	13	0	3	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	0	48	0	0	0	0	21	0	0	0	0	0	0	49	0	0	0	0	21	0	20	0	0	0	105	0	0	0	0	0	0	3	5	11	0	0	0	0	0	0	0	0	37	0	0	0	0	17	0	0	0	0	0	0	32	0	0	15	0	0	0	0	0	0	0	0	22	0	0	10	0	0	0	0
"OTU_4329112"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	79	0	27	0	0	12	0	2	0	0	10	0	69	0	10	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	50	0	0	0	0	0	0	30	1	0	0	0	28	0	89	0	0	0	72	0	0	0	0	0	0	1	13	4	0	0	0	0	0	0	0	0	22	0	0	0	0	23	0	0	0	0	0	0	56	0	0	20	0	0	0	0	0	0	0	0	83	0	0	3	1	1	0	0
"OTU_178064"	0	0	10	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_192070"	0	0	4	0	0	0	0	0	0	117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"OTU_336559"	1	1	269	0	0	0	2	0	1	14161	4	1063	1	0	0	1	0	1	1	2	1	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	2	1	2	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	9089	0	1	0	0	2	0	1	5	1	0	1	1	7254	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	985	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_3325758"	0	0	16	0	0	0	1	0	0	7	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	1	246	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	58	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"OTU_4302904"	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_4343627"	4	2	77	7	3	8	2459	11	16	10	7	3	5	2	12273	4	10	11	9	7	1	29	9	7	285	102215	6	26807	4	1	14331	14	2971	10	11	10728	13	112316	18	4721	4	9	8	62644	3	9	0	6	4	7	9	8	5	2	14	3053	16	32099	13	12	11	0	87432	8	7	7	10	3	14	83373	31	20	13	19	49818	10	119799	8	7	3	75967	3	8	5	6	1	5	557	14458	2901	4	6	2	8	6	10	1484	11	18438	8	14	13	3	29408	7	5	3	3	7	14	62257	2	1	20268	10	7	2	1	2	2	1	1	109597	8	17	5005	17	9	2	3
"OTU_193233"	0	0	0	0	0	0	21	0	0	0	1	0	0	0	112	0	1	0	0	0	0	0	0	1	361	0	0	1	0	0	44	10	0	1	0	0	0	0	1343	557	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	74	0	22	0	1	3	0	0	113	0	0	0	0	1	0	39	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	78	0	0	8	0	0	7	1	140	0	0	0	0	651	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	9	215	0	0	11	0	0	0	0
"OTU_3507744"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	4	0	25	0	0	0	0	4	0	225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	9	0	350	0	0	0	0	80	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	8	0	0	27	0	0	0	0
"OTU_4439360"	0	1	136	2	7	0	4	1	2	4	3	1	3	1	2504	4	353	24	0	2	952	0	0	0	674	3	0	6	2	1	1	5	515	3	0	1	5	4	12216	12683	0	847	0	0	3	3	3	2	0	0	3	1	5	2	0	0	12357	0	10774	1	1	1212	1	0	10482	1	2	0	1	3	0	14786	2	7040	4	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1181	228	0	358	0	1	504	0	4834	0	1	445	0	1	1964	2	0	1	2	62343	7	3	4	3	8	3	3	6	2	2	5	9738	0	1	3	684	0	0	0	6
"OTU_4433947"	0	0	13	3	3	0	2	1	0	2	1	2	1	0	323	0	26	4	0	1	79	0	0	0	50	0	0	1	0	1	0	0	36	0	0	1	3	2	864	1009	0	162	0	0	0	1	1	0	0	0	0	2	4	0	0	1	1307	0	1088	1	0	85	0	0	728	1	2	0	0	0	0	1550	0	501	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	95	15	0	26	0	3	89	1	1010	1	0	85	2	1	156	0	0	0	1	3451	0	0	3	2	1	1	0	2	1	1	0	573	0	0	0	49	0	0	0	2
"OTU_4372612"	0	0	2	0	0	0	0	0	0	1	0	0	1	0	22	0	5	1	0	0	9	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	174	136	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	125	0	124	1	0	11	0	0	79	0	1	0	0	0	1	141	0	54	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	3	0	0	5	0	93	0	0	12	0	0	20	0	0	0	1	394	2	0	0	0	2	1	0	0	0	0	1	69	0	0	0	7	0	0	0	0
"OTU_2063400"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	15	0	0	1	0	0	18	0	0	0	0	0	0	27	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	18	0	0	1	0	0	3	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	2	0	0	0	0
"OTU_4366391"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	107	0	0	2	0	0	8	0	0	0	0	0	0	78	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"OTU_4401580"	0	0	3	0	1	0	33	0	0	724	0	0	1	0	1424	0	1	0	0	1	2	0	0	0	10	12	0	8	0	1	74	0	68	0	0	397	0	50	7	3	0	60	0	166	0	0	0	0	0	0	0	0	0	1	0	1	391	5	1720	1	0	1	19	0	5	0	40	0	0	187	0	167	3	5	14	0	379	0	0	0	29	0	0	0	0	2	0	37	160	0	32	0	0	4	0	0	7	0	349	1	0	34	0	182	21	1	0	0	0	140	25	0	0	6	0	0	1	3	0	0	1	3	19	0	0	6	0	2	0	1
"OTU_2920309"	0	0	1	0	0	1	41	0	0	4	0	1	0	2	580	0	1	0	0	1	0	0	0	0	16	2	0	1	0	0	4	0	23	0	0	15	0	6	16	1	0	5	0	16	0	1	0	0	0	0	0	0	0	0	0	0	75	1	101	0	0	20	1	0	0	0	2	0	0	11	0	18	1	0	1	0	126	0	0	0	2	0	0	0	0	0	0	21	8	0	30	0	0	17	0	0	7	0	100	0	0	0	0	9	1	0	0	0	0	4412	6	0	0	1	0	0	0	0	0	0	0	68	2	0	0	4	0	1	0	0
"OTU_188735"	0	0	2	0	0	0	7	0	0	0	0	0	18	0	337	0	2	0	0	0	13	0	0	0	67	0	0	56	0	2	0	2	54	0	0	0	0	0	350	444	0	59	0	0	0	0	1	1	0	0	0	0	0	0	0	0	601	1	302	0	0	158	0	0	560	0	1	1	0	1	0	262	0	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	41	54	0	49	0	0	57	0	130	0	0	35	0	0	455	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	2	309	0	0	0	0	0	1	0	0
"OTU_3472078"	0	0	2	0	0	1	91	0	0	0	0	0	5	1	911	0	0	0	0	0	2	0	0	0	269	3	1	1105	0	0	2	17	143	0	0	0	0	3	73	185	1	17	0	1	0	0	0	0	0	0	0	1	0	2	0	0	77	0	104	0	0	11	2	0	32	0	0	0	0	1	0	41	1	77	0	0	3	0	0	0	0	0	0	0	0	1	1	20	79	0	57	1	0	7	0	0	125	0	294	0	0	5	0	1	43	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	21	5	0	0	3	0	0	0	0
"OTU_3474081"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	0	2	1	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	473	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0
"OTU_4386507"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	3	0	15	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0	82	0	0	0	0	2	0	16	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	21	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
"OTU_4393172"	0	0	1	0	0	0	3	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	1	10	1	4	0	0	7	0	4	0	1	9	0	67	0	1	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	0	1	0	0	37	0	0	0	0	20	0	190	0	0	0	55	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	9	0	0	1	0	5	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	30	0	0	6	0	0	0	0
"OTU_4433823"	0	0	4	0	0	0	47	1	0	1	0	0	0	0	213	0	1	0	0	0	0	0	0	0	7	1630	0	564	0	0	318	0	49	1	0	228	1	1907	1	94	0	0	0	1342	0	1	0	0	1	1	0	0	0	0	2	33	0	568	2	0	0	0	1451	0	0	0	2	0	2	1346	4	3	2	0	879	0	2530	0	2	0	1520	0	0	0	0	0	0	8	319	56	0	1	0	0	1	1	31	1	488	0	0	3	0	621	0	0	0	0	0	3	1027	0	0	324	0	0	0	0	0	0	0	0	2025	4	1	79	2	0	0	0
"OTU_4479397"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	1	142	0	38	0	0	15	0	5	0	0	22	0	151	0	3	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	5	0	54	0	0	0	0	168	0	0	0	0	0	0	127	0	1	0	0	76	0	233	0	0	0	129	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	2	1	24	0	0	0	0	58	0	0	0	0	0	0	87	0	0	42	0	0	0	0	0	0	0	0	198	0	0	2	0	0	0	0
"OTU_4390319"	0	0	0	0	0	0	0	0	0	5	0	0	15	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	33	2	0	0	265	0	2	6	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	11	0	0	2	0	0	0	0	762	0	0	0	0	4	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	15	0	0	102	0	1	0	0	57	0	0	0	0	6	1	0	4	0	0	898	1	0	0	0	0	1	0	1	0	0	0	15	0	0	0	1	0	17	0	0
"OTU_4103317"	0	1	0	2	1	0	5	2	1	38	0	2	271	3	5	1	5	1	0	1	0	3	0	0	16	0	1	1	1	163	2	1174	56	4	1	12828	0	2	412	2	0	1	2	5	0	0	2	0	0	14	0	23	2	1	0	0	11	2	395	0	0	125	1	2	0	0	31851	1	0	0	1	134	0	0	0	1	7	0	1	0	1	1	1	1	0	0	1	0	5	1	639	0	0	4218	0	1	87	0	1417	1	1	35	0	265	64	2	281	2	2	62	1	0	0	1	0	0	2	3	3	4	4	778	0	0	1	46	0	639	0	3
