#OTUID	A101	A90	A264	A263	A274	A199	A114	A110	A136	A246	A44	A273	A248	A47	A286	A281	A117	A60	A218	A220	A45	A164	A184	A159	A203	A32	A235	A231	A250	A290	A76	A126	A219	A106	A229	A67	A112	A118	A111	A242	A245	A20	A89	A156	A236	A256	A178	A77	A198	A200	A02	A233	A271	A169	A302	A303	A59	A70	A74	A68	A07	A27	A99	A94	A88	A86	A87	A121	A132	A138	A149	A147	A143	A146	A145	A185	A180	A154	A174	A155	A166	A176	A182	A160	A177	A186	A190	A211	A195	A208	A205	A217	A189	A215	A188	A06	A40	A39	A36	A79	A05	A26	A15	A35	A238	A230	A23	A234	A240	A257	A260	A268	A251	A259	A275	A261	A292	A288	A279	A50	A280	A284	A301	A308	A224	A297	A304	A183	A202	A46	taxonomy
4388775	13	758	2	532	3	3	2	3	0	3	2	12	20738	127	444	6	0	1	71	2	1310	1	0	2	504	0	3	822	145	0	676	53	10919	3	183	15	101	2	9	8464	7	63	3	759	31	49	28	11634	1265	6	424	30	9	5	141	7743	3	4	7170	1	2	294	1247	720	7	63	391	1990	285	7	7781	11	262	1953	3	1442	1	559	6	12	1308	1998	5	606	5	1	4	2	1	2	3	8	7	4	2	1	83	3	5	1	6	11	605	0	3	13246	3	16	1627	36	97	1	960	357	2004	5	151	2	15121	4560	3	3	5	562	3043	0	1	12	31	22	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
4390319	0	0	0	0	0	0	0	0	0	5	0	0	15	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	33	2	0	0	265	0	2	6	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	11	0	0	2	0	0	0	0	762	0	0	0	0	4	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	15	0	0	102	0	1	0	0	57	0	0	0	0	6	1	0	4	0	0	898	1	0	0	0	0	1	0	1	0	0	0	15	0	0	0	1	0	17	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
4390330	0	956	0	85	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2626	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
4390365	3	62100	1157	4	2	3	23	1	5	22324	236	346	2	8	4	10	3	2	11702	4	20283	1640	2	2	5	2	1	2	0	8	1243	5	42	2	415	2	3	3820	1	2	4	1285	0	8432	2	1	12	5	0	2	4	38	0	8	1	3	6	5	4	2	685	5	1701	3	2	3	2	11421	1414	3	2	2	2	1	4	2	1	1	8528	2	0	0	0	2	10	1	2	18529	6	9	167	4	8	1518	6	5	3	6	2	10	11	6	4	0	4	3	6	4	0	1	1	4	1	1	0	2	8	4	5	4	75304	4	1	1	0	1	5709	1	2	6	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
4391262	56	42	9	2	114	697	232	1	1510	347	74	279	1	76	294	93	17	91	127	1933	25	0	12	0	58	528	6	3	3	7	20	480	2	76	51	980	544	295	2	74	135	95	310	189	503	0	8	0	383	2	756	1750	117	362	301	21	350	117	260	1	99	100	497	278	129	105	5	85	894	938	209	190	41	0	3	912	442	1128	320	295	15	101	14	380	13	1258	576	138	23	17	3	7	4	3	1	638	224	113	56	53	35	9	4	692	544	2	0	1	146	200	253	429	29	199	247	0	157	243	300	22	319	109	411	244	43	14	6	3	2	2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4393172	0	0	1	0	0	0	3	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	1	10	1	4	0	0	7	0	4	0	1	9	0	67	0	1	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	0	1	0	0	37	0	0	0	0	20	0	190	0	0	0	55	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	9	0	0	1	0	5	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	30	0	0	6	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
4393532	1519	395	1424	352	0	1	45	846	0	0	223	392	0	2	0	1	1	0	0	1	928	0	0	0	365	0	1	505	0	0	207	625	78	0	1532	264	0	286	0	0	408	0	606	0	1	1	0	0	0	827	1	0	0	0	0	0	8965	0	2	0	495	0	0	0	1109	984	240	0	0	0	0	546	0	445	0	0	0	0	0	0	1	184	0	0	0	0	0	104	0	0	12	0	397	0	27	0	265	0	0	0	14	927	1	0	0	153	2	0	0	130	1	849	0	53	1477	332	1	0	434	1211	0	1	0	0	1	449	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta
4395096	0	0	0	0	0	0	0	0	0	68	0	0	2	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	1	6	3	0	0	0	31	0	0	4	0	0	1	0	2	0	0	0	0	0	29	0	93	2	0	0	0	2	1	1	0	0	0	0	0	0	0	129	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
4396426	0	0	0	1	0	17518	27	0	0	0	0	1	0	0	0	0	0	0	2	3	152	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	3	1	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	1	3	2	1	2	4	5	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	1	0	2	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
4396688	0	3145	1	0	1	1	1246	1	0	1	2	157	0	0	0	0	18041	0	1	0	1	56	0	0	2	0	0	1	0	0	7508	0	2225	3	3136	0	2	2	1	1	2	0	0	0	6124	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	15392	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	1	2	2	0	1	1	0	1	0	5175	1	6	0	0	1	0	2	0	0	5215	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
4396877	14	1	5	8	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum
4397092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
4397402	0	0	0	0	225	2	0	0	48	0	3	0	0	702	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	47	1	0	127	0	0	0	0	1	0	0	9	1	0	63	0	0	0	1	88	0	0	0	0	0	0	0	0	0	0	30	0	0	0	41	0	12	2	6	0	0	0	0	0	0	0	0	1	1	16	13	417	2	0	0	0	0	75	0	0	0	0	0	3	0	0	0	0	78	47	281	0	1	6	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
4397471	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	159	0	1	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4401580	0	0	3	0	1	0	33	0	0	724	0	0	1	0	1424	0	1	0	0	1	2	0	0	0	10	12	0	8	0	1	74	0	68	0	0	397	0	50	7	3	0	60	0	166	0	0	0	0	0	0	0	0	0	1	0	1	391	5	1720	1	0	1	19	0	5	0	40	0	0	187	0	167	3	5	14	0	379	0	0	0	29	0	0	0	0	2	0	37	160	0	32	0	0	4	0	0	7	0	349	1	0	34	0	182	21	1	0	0	0	140	25	0	0	6	0	0	1	3	0	0	1	3	19	0	0	6	0	2	0	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
4405869	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	994	0	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__
4409962	0	0	0	0	0	0	1	0	0	2	0	0	8	3	0	0	0	1	3	0	2	1	0	2	8	0	3	3	0	0	0	2	8	2	0	3	8	0	5	5	8	0	0	1	9	0	1	14	13	1	0	0	9	1	3	2	1	1	2	0	0	0	13	0	2	0	0	0	0	4	6	0	2	2	0	0	0	0	13	10	0	5	4	2	1	0	4	0	0	0	0	6	0	1	0	0	0	0	2	0	7	0	4	0	2	7	6	17	3	0	1	0	5	0	5	0	0	0	6	3	0	0	0	1	1	0	0	23	31	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
4410166	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	354	0	0	0	0	23609	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4786	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	25	64	0	58	2	7	7	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
4410265	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	11	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	2	0	0	94	46	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
4410401	0	3	0	74	0	0	3	15	0	43	3	5	7	82	11	1	0	2	34	6	2	12	0	6	111	0	37	6	0	0	1	18	30	55	2	31	107	5	30	12	90	1	0	1	395	8	40	868	212	14	1	1	187	18	61	1	22	4	0	0	6	1	108	0	19	0	3	0	1	92	0	0	19	8	0	13	0	4	61	126	2	28	11	5	2	1	39	3	1	0	14	103	64	43	1	2	0	0	130	0	194	0	154	0	3	149	29	236	6	2	8	5	170	1	4	0	1	0	3	3	1	1	0	0	2	3	1	194	397	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar
4410461	0	1	0	1	0	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	21	0	7	22	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	4	5	0	50	3	0	5	13	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	2	0	1	0	3	0	0	0	11	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	963	0	0	0	1	4	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__perfringens
4411138	3	0	2	0	1	0	0	41	25	58	0	12	0	0	7	0	1	360	0	19	0	0	199	0	2	21	0	0	26	0	0	0	0	39	4	0	5	0	0	4	0	12	4	0	1	44	0	0	30	1	0	0	1	0	0	10	0	7	0	0	0	2	0	0	0	0	0	0	2	0	0	0	16	1	0	0	14	0	0	1	0	75	0	1	0	0	192	17	1	0	0	0	0	0	0	3	19	1	15	0	0	2	0	0	0	0	4	0	0	0	32	7	0	0	0	4	8	0	0	0	12	0	16	0	0	8	0	0	9	1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa
4411295	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	4	0	1	0	0	1	3	0	0	0	0	1	0	3	1	0	1	0	3	3	2	2	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	2	0	0	1	3	1	0	0	3426	0	0	0	1	1	0	0	0	0	0	0	1	1	0	2	0	2	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
4411875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Scardovia; s__
4413347	8	0	13	0	19	0	23	0	0	0	1	1	0	0	2	0	9	0	31	0	8	98	17	28	18	0	0	6	0	3	5	3	3	0	1	0	0	0	0	1	3	0	5	1	0	0	18	6	27	1	0	0	0	3	18	38	0	1	10	0	36	0	5	0	45	17	0	0	2	0	14	2	14	15	0	30	0	18	11	0	8	10	0	0	7	0	0	0	3	46	3	2	0	1	6	0	11	11	21	16	51	36	21	6	6	19	0	0	9	0	9	8	60	5	0	9	10	0	0	2	0	0	0	2	16	15	4	0	0	4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
4413447	0	6	0	0	0	299	0	0	2	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	265	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6077	0	0	0	0	0	0	0	0	0	2	9078	1	2	0	4529	0	0	0	5315	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577	1	0	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
4414476	1	3	0	34	0	0	1236	0	0	0	0	1494	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	1	0	0	1	0	2	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	3	0	0	0	1	0	0	0	0	673	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
4416025	306	1	70	85	5	6	0	0	1	0	80	9	1	103	33	1	1	0	0	83	935	0	0	0	1	0	0	115	0	133	2	3	7	12	12	0	1	0	0	3567	41	0	1	0	3	1	2	2	1	39	2	1	0	0	14	5	0	1	0	0	0	0	0	0	0	22	0	0	0	0	17	0	2	0	4511	0	19	0	307	0	0	0	0	0	0	0	3	1	3	8	7	2	1	1	2	0	3	2	0	0	3	0	0	1	1	2	0	1	0	0	1	2	1	0	1	1	2	1	1	11	56	65	0	68	1	4	39	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
4416113	0	1	5	6	6	13	0	0	11	9	0	12	2	15	2	2	0	10	13	55	7	0	0	17215	0	0	1	4	101787	2	0	1	2	1	1	8	9	0	1	1	1	0	6	51	5	8	1	1	12	0	3	1	6	3	1	0	6	2	3	2	1	1	5	3	3	4	0	0	6	3	3	5	4	1	6	13	3	22	3	5	0	2	2	7	2	27	3	11	0	2	0	3	2	1	1	1	0	3	1	0	0	1	0	0	0	1	0	2	0	7	8	6	3	6	7	4	1	6	2	2	1	1	5	2	0	0	3	2	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
4416562	0	0	0	4	4	1	2	2	0	1	1	3	8	12	0	31	4	0	36	0	17	7	31	1	0	0	4	11	0	7	0	0	13	8	0	11	3	1	19	12	3	0	0	2	22	2	18	2	0	1	6	0	38	0	0	5	2	16	1	57	0	1	0	54	0	0	12	23	0	0	0	3	27	7	17	6	0	1	0	37	38	9	38	38	5	0	1	39	5	11	11	36	35	3	2	9	0	37	1	2	0	6	0	1	0	18	0	27	0	0	0	0	0	1	3	9	0	0	0	6	5	2	12	12	1	0	42	35	2	26	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4416614	0	0	13	0	0	0	0	0	0	304	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
4417158	0	0	0	0	0	9	4	0	2	1	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	98	1	1	0	1	0	0	0	1	0	0	0	0	0	10	0	0	1	0	0	1	0	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	0	0	77	1	0	0	2	0	0	2	1	1	2	12	1	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	30	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4418165	0	1	0	1	3	0	0	45	3	2	0	4	0	9	3	6	6	0	5	2	16	0	6	50	0	0	5	1	6	1	0	1	0	3	2	16	7	3	3	9	2	1	7	7	19	15	0	0	20	34	38	3	16	1	1	2	40	6	0	3	2	32	1	28	0	1	5	8	1	1	1	3	8	0	6	18	5	23	2	10	5	3	4	87	3	6	0	18	2	0	5	1	4	0	0	11	3	11	1	3	3	0	0	24	0	1	0	3	7	2	0	1	0	2	0	31	0	6	1	2	13	2	6	1	23	0	4	2	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4420408	0	0	0	0	0	0	50	0	0	0	0	0	0	1	52	2	0	0	0	0	0	1	0	0	176	0	0	0	0	4	5	20	0	0	0	0	1	0	36	8	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	46	0	0	0	0	0	2	0	1	0	0	0	0	2	0	1	0	0	1	2	0	0	3	1	0	14	0	0	1	1	0	2	0	1	0	0	0	0	36	2	0	0	0	0	1	1	0	0	0	0	0	2	1	1	0	1	3	1	0	0	1	0	0	0	2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
4422456	0	1	0	650	1	0	0	0	0	0	0	0	8	17	386	4	1	0	1	0	1	1	1	0	1	0	0	0	50	1	79	43	0	0	0	0	0	0	0	3	0	0	0	0	17	0	16	102	11	7	51	1	2	1	2	20	0	0	0	0	0	0	0	0	0	1	0	1	0	193	1	8	0	821	0	18	0	0	0	0	23	231	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	14	0	0	0	47	0	0	2	0	368	1	233	0	5835	16	3	2	5	0	2	0	0	2	1	13	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella
4424239	46	720	34	796	34	37	49	350	122	3204	75	2	230	265	41	261	267	261	994	492	143	1351	253	360	86	456	369	136	1	335	98	4	345	6	7	38	88	0	118	25	304	71	0	11	166	114	94	103	653	80	146	55	167	11	271	40	3401	2111	471	557	710	43	69	98	2394	493	210	215	28	336	178	340	88	698	333	1892	29	145	118	674	425	230	453	529	37	162	97	343	10	244	10	445	563	3	130	677	41	185	1089	11	1545	1583	20	306	133	195	115	422	358	12	127	353	3258	64	1	182	82	19	813	394	251	984	20	121	470	116	6	388	1223	71	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
4425214	531	9221	279	4425	5088	775	822	3663	1093	18404	1654	52	1865	3443	619	1106	4336	8387	13810	4442	885	43940	1501	3337	695	2875	3570	1735	0	3818	1776	83	9689	20	35	947	1279	37	1642	239	2319	643	3	348	2838	2283	7020	322	9455	2985	1455	468	2410	199	3025	426	17922	9687	2209	1265	1864	569	1056	1237	12128	2780	1472	532	598	4469	3724	732	3094	6334	2332	14059	321	556	3725	8849	10726	3598	6135	13724	1384	1522	1012	4518	58	19677	270	4444	3087	85	3082	3945	969	2200	4041	2659	17416	19237	4982	1346	1115	4053	16177	1357	2744	454	1410	1395	9290	993	7	1367	2146	68	15428	1406	6588	26601	779	1581	3776	6657	195	7989	48137	1780	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
4425368	0	0	0	0	1	0	19	0	0	9	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	586	0	418	0	0	0	0	1	0	0	2	140	0	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	903	0	0	9	0	0	63	1	0	2564	1394	0	3	0	51	0	1	118	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	802	1	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
4425571	247	267	21	0	749	2641	1282	8	8155	1920	422	1831	2	418	1370	586	50	414	835	10054	121	2	19	1	269	4121	5	1	6	37	119	2364	5	484	361	5833	2916	1819	5	499	392	610	1944	968	3171	2	50	2	2177	5	4933	10999	748	2279	2093	141	1892	685	1523	7	537	609	2964	1968	789	527	5	581	4515	4890	1156	997	240	9	13	5265	2602	5951	1768	1905	120	567	45	2040	53	6934	1307	823	137	88	7	64	2	2	3	4717	1723	800	245	383	216	57	42	816	3136	16	36	5	68	1389	1589	2354	129	1037	1687	2	839	1770	1873	106	1746	635	3407	1697	363	134	8	2	3	4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
4426298	0	0	0	0	7	1	17	1	0	0	144	0	0	0	1	0	14	0	0	0	10	0	5	6	6	0	1	0	0	0	5	2	74	0	1	0	5	17469	2	0	4	92	19	111	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	2	2	0	0	1	33	0	0	0	0	14	4	1	3	0	1	1	1	1	10	6	3	3	1	7	0	0	0	1	23	18	0	0	0	0	0	0	0	0	13	2	1	26	33	58	0	1	0	0	0	2	1	1	47	0	0	0	17	0	0	0	0	0	12	0	7	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
4427290	0	0	0	0	0	0	182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5190	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
