#OTUID	A101	A90	A264	A263	A274	A199	A114	A110	A136	A246	A44	A273	A248	A47	A286	A281	A117	A60	A218	A220	A45	A164	A184	A159	A203	A32	A235	A231	A250	A290	A76	A126	A219	A106	A229	A67	A112	A118	A111	A242	A245	A20	A89	A156	A236	A256	A178	A77	A198	A200	A02	A233	A271	A169	A302	A303	A59	A70	A74	A68	A07	A27	A99	A94	A88	A86	A87	A121	A132	A138	A149	A147	A143	A146	A145	A185	A180	A154	A174	A155	A166	A176	A182	A160	A177	A186	A190	A211	A195	A208	A205	A217	A189	A215	A188	A06	A40	A39	A36	A79	A05	A26	A15	A35	A238	A230	A23	A234	A240	A257	A260	A268	A251	A259	A275	A261	A292	A288	A279	A50	A280	A284	A301	A308	A224	A297	A304	A183	A202	A46	taxonomy
189403	0	0	6	4	0	1	0	0	0	0	0	1	0	0	25	0	0	0	0	8	290	0	0	0	0	0	0	824	0	1	1	77	2	3	152	0	0	1	0	0	7	0	0	0	0	0	1	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	3	2	1	49	0	0	2	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
189478	0	0	0	0	0	0	17	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	1	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
189679	202	0	0	9	0	0	17	0	0	1	0	122	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59	0	6	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
189754	0	0	0	0	0	0	25	0	0	0	0	16	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	1	0	0	331	0	324	2	383	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
189807	0	0	0	14	0	14	1	0	0	27	1	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	223	18	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia
189860	0	2	0	111	0	0	4	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
189920	0	0	1	0	0	0	566	0	0	0	0	0	1731	1	956	0	1	1	0	0	0	1	0	0	1012	0	0	1	0	14	0	215	41	1	0	0	0	1	45	297	0	101	0	0	0	0	0	0	0	0	0	0	1	0	0	2	141	0	55	0	0	223	0	0	9	640	1	1	0	0	0	9	115	15	0	1	0	0	0	0	1	0	0	0	12	0	0	40	1	0	128	0	0	2	4	0	77	0	33	0	2	216	0	0	212	0	1	0	0	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	0	2	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
189997	0	0	0	0	0	14	2	0	0	0	47	8	0	0	0	0	33	101	0	0	0	5	0	0	0	0	0	0	0	0	13	0	11	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	49	0	0	8	1	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens
190162	0	46	0	1578	0	15	10	0	0	0	0	132	1	1	1	0	3	0	0	0	0	0	0	0	29	0	0	0	1	2	2	0	4	0	0	0	0	8	20	31	57	1	0	0	0	0	0	0	1	1	1	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
190502	12	144	6	163	129	17	15	54	3	135	62	2	29	32	22	5	39	81	198	97	8	492	40	31	11	16	15	39	0	97	37	3	145	0	3	8	10	0	12	2	129	23	0	6	73	77	164	6	155	32	20	6	14	4	109	37	90	33	38	12	33	23	5	23	136	69	5	4	29	34	19	0	94	85	19	181	0	15	64	77	71	78	70	144	39	30	21	43	2	916	10	49	62	2	88	17	35	57	19	109	371	167	132	32	41	81	148	19	84	7	51	51	241	24	0	75	136	1	18	26	42	125	4	60	127	236	3	52	24	53	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
190577	0	10	0	1	0	0	11	1	0	0	0	12	0	0	1	0	177	1	0	0	1	1	0	0	0	0	0	0	0	1	45	0	12	2	34	0	0	0	0	8	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	0	17	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
190676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
190761	263	23	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
190913	0	0	0	0	0	0	22	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	13	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides
190980	0	191	0	184	0	27	9	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	444	0	0	0	1	0	0	0	18	0	0	0	0	25	229	326	485	5	0	0	0	1	0	0	0	0	0	1	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
190987	0	0	0	10	0	0	2	0	0	0	0	705	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
191043	0	2	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	8	10	10	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	696	1	1	0	3	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
191153	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	631	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
191251	0	0	16	0	0	0	17	188	0	8	1	0	2	0	0	0	2	0	0	0	0	0	0	0	118	0	0	0	0	0	0	147	0	0	0	1	0	0	1	248	1	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	47	0	0	0	0	105	0	0	21	0	0	0	0	0	3	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	95	0	0	0	1	0	12	0	189	0	0	37	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	109	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
191355	0	0	0	0	0	124	46	0	0	0	0	8	0	0	0	0	0	0	0	0	498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
191361	3277	1	13	22357	10	0	1176	0	0	3	1	23681	5	6	5	5	1	2	0	2	3	0	0	0	1	1	0	2	7	5	423	1	186	3	1	2	0	0	1	1	1	0	2	0	301	9	3	6	0	0	1	1	6	3	0	0	0	1	4	2	1	1	1	1	2	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2122	1	0	1	1	2	1	2	3	1	0	4	0	4	0	2	0	0	0	1	0	2	2	1	0	4	0	0	3	8	5	9	8	6	3	3	3	3	4	3	6	0	1868	0	2	2	0	1	2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
191412	0	0	0	22	0	0	37	0	0	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
191483	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	0	26	0	22	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	10	0	0	4	0	0	0	14	0	0	0	0	10	0	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	24	0	1	0	23	9	0	3	0	0	3	0	0	31	0	6	0	0	0	0	0	0	0	57	0	0	26	0	0	0	1	0	0	0	0	0	20	19	13	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
191595	0	0	0	0	0	40	3	0	0	0	58	5	0	0	0	0	53	169	0	0	0	37	0	0	0	0	0	0	0	0	47	0	225	0	0	0	0	0	0	0	0	60	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	59	0	0	83	5	0	0	0	0	0	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens
191601	0	77	0	22	0	46	5	0	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	1	0	0	0	0	8	22	20	62	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
1917420	12	0	48	79	1	3	2	0	0	1	1	2	0	78	36	1	0	0	0	69	112	0	0	0	2	0	0	58	1	100	3	19	18	15	16	0	0	1	0	10	33	0	0	0	0	0	0	0	0	30	0	1	0	0	16	15	0	0	0	0	0	0	0	0	0	20	0	0	0	1	29	0	0	0	28	0	13	0	26	0	0	0	0	0	0	0	1	0	0	12	8	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	2	0	0	9	32	68	0	38	1	7	33	0	1	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
1919007	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	9	0	0	7	0	23	0	9	0	0	0	0	0	0	0	9	0	0	18	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	7	0	0	4	0	0	0	8	0	0	0	0	9	0	0	25	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	3	21	0	1	1	21	8	0	2	0	0	3	0	0	48	0	2	0	0	0	0	0	0	0	60	0	0	38	0	0	0	0	0	0	0	0	0	27	15	5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
191999	7	0	12	7	0	1	0	0	0	0	0	0	0	42	10	0	0	0	0	22	37	0	0	0	0	0	0	26	0	34	0	10	2	1	4	0	0	0	0	5	10	0	0	0	0	0	0	0	0	13	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	11	0	5	0	4	0	0	0	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	12	0	10	0	1	3	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
192070	0	0	4	0	0	0	0	0	0	117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
192308	504	0	3	2791	3	0	177	0	1	1	1	3334	8	0	2	2	0	2	0	0	0	1	0	0	0	0	0	1	1	1	60	1	28	1	0	2	0	0	0	0	0	0	0	1	61	2	2	0	1	0	0	0	2	2	0	0	1	1	0	3	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	326	0	0	2	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	5	3	1	3	1	2	4	1	0	0	2	3	0	0	275	1	1	1	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192342	20	1	0	11	23	10	9	619	1	23	13	20	15	166	13	72	6	0	16	4	49	17	89	3104	16	55	597	68	4	24	1	0	20	26	9	73	38	234	52	86	21	1	2313	40	136	334	32	6	40	5	205	1	114	1	4	65	16	55	15	130	133	19	1	189	70	154	69	175	2	1	0	123	77	30	120	85	2	54	12	453	94	61	95	318	458	38	6	127	25	19	45	84	59	5	6	54	170	157	13	13	12	41	1	394	16	47	1	61	5	371	0	449	113	5	19	19	0	46	1	18	7	312	220	64	861	0	70	75	3	100	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
192444	96	0	1	624	0	0	51	0	0	0	0	575	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	23	0	5	0	0	0	0	0	0	0	0	0	2	0	8	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	132	2	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192461	11	0	1	90	0	0	6	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192536	0	0	1	97	0	0	7	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192676	0	67	0	0	0	0	37	0	0	0	0	9	0	0	0	0	441	0	0	0	0	2	0	0	0	0	0	0	0	0	196	0	82	0	209	0	0	0	0	48	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	67	1	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
192684	0	0	0	0	0	0	0	0	0	1079	0	0	0	1	2	0	0	0	0	0	0	0	0	0	54	0	0	0	0	1	0	6	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	10	0	0	0	0	2	0	10	0	0	1	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
192711	69	0	0	111	0	0	4	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
192963	0	0	4	3	1	0	0	0	1	0	0	9499	2	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	55965	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
192983	0	2	0	6	0	0	70	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
193191	1	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__
193219	0	0	0	0	0	0	15	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
193221	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	39	0	88	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
